gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SCN2B	707709	293	56	724317	200343	0	5	2	0	48	166	19990402	8.632560e-01	1
KIFAP3	181109	743	2	2775381	664074	0	10	2	0	2	4	1485994	8.633281e-01	1
MXD1	844060	221	37	767748	193338	0	4	2	0	17	63	8915964	8.633310e-01	1
ATF1	665195	250	42	912051	264789	0	7	0	0	4	20	2326127	8.635009e-01	1
ZNF205	1626425	234	44	1832041	539852	0	12	6	0	16	72	7147902	8.635545e-01	1
PRDX6	426891	390	12	752337	218556	0	3	2	0	3	9	1747514	8.636803e-01	1
GJB2	405200	472	50	749535	210150	0	8	4	0	9	59	5886068	8.637477e-01	1
TDP2	419582	373	8	1239885	322230	0	7	2	0	9	15	3007480	8.638573e-01	1
S100A2	1454773	186	26	339509	83593	0	2	1	0	10	54	4830181	8.639344e-01	1
LPAR1	247269	624	21	1199723	346981	0	26	9	0	2	10	574877	8.640458e-01	1
CCNDBP1	843516	333	42	1245956	330169	0	4	1	0	21	68	12472169	8.641110e-01	1
RPS8	574317	191	43	721982	190069	0	1	0	0	19	41	10708777	8.642155e-01	1
ZMYND8	303060	186	44	4070839	1052618	0	22	7	0	39	116	17238838	8.642474e-01	1
CCKBR	466636	728	4	1405670	499690	0	15	6	0	5	29	2976658	8.643591e-01	1
C3orf58	34520	1009	-6	1433223	434310	0	5	2	0	3	4	1669058	8.644201e-01	1
ACVR1B	493265	371	27	1834843	517436	0	7	4	0	5	22	3148047	8.644545e-01	1
MKX	283178	535	0	1187581	329702	0	24	6	0	1	9	636988	8.645428e-01	1
PBRM1	1217701	231	47	5616142	1418279	0	25	6	0	0	6	1418279	8.645846e-01	1
PDZK1IP1	364960	414	3	389945	110212	0	7	3	0	4	44	2214981	8.647461e-01	1
RGPD3	NaN	NaN	NaN	5945844	1573323	0	96	20	0	0	20	1573323	8.647482e-01	1
CDC40	132627	636	19	2023044	495954	0	10	0	0	0	0	495954	8.648761e-01	1
TMEM138	1394229	286	57	552928	148973	0	2	0	0	43	137	18644975	8.649018e-01	1
CDK5RAP1	464431	395	39	1992689	551527	0	13	3	0	2	6	1517750	8.649239e-01	1
SLC17A5	713348	132	31	1664388	476340	0	6	3	0	24	79	13333784	8.651139e-01	1
FH	171676	533	-20	1710621	490350	0	7	0	0	0	0	490350	8.651284e-01	1
CENPO	299133	374	39	1016659	287672	0	1	0	0	6	9	2580642	8.651345e-01	1
KIF15	434707	426	26	4845125	1183378	0	20	8	0	9	37	6658019	8.651814e-01	1
PNN	314417	166	13	2455019	610369	0	7	3	0	10	32	5635289	8.652725e-01	1
ARIH2	1818938	241	37	1755920	398818	0	11	3	0	31	137	17204747	8.652914e-01	1
DENR	1042095	227	42	713576	162049	0	5	1	0	50	203	26989331	8.653023e-01	1
TIMM23	404636	579	39	710774	205480	0	1	0	0	3	20	3285345	8.653372e-01	1
ACTR3	402980	629	15	1444431	378270	0	2	1	0	7	9	2787990	8.653619e-01	1
DUSP21	66992	NaN	15	620176	182597	0	4	1	0	2	5	813981	8.653802e-01	1
FAR1	171781	639	-7	1769463	460929	0	6	5	0	5	13	2644154	8.655617e-01	1
PPP2CB	365415	346	28	1051684	284870	0	2	0	0	6	17	5815084	8.655982e-01	1
DHRS11	468055	548	23	872356	258251	0	1	2	0	5	12	2571302	8.656971e-01	1
CYP2S1	1098360	209	13	1622358	547791	0	19	7	0	12	62	5928565	8.658100e-01	1
TMPRSS12	594068	250	43	1160028	332037	0	7	0	0	0	0	332037	8.658329e-01	1
FUT3	1217326	294	35	1167500	359590	0	20	7	0	2	17	1077836	8.659144e-01	1
PHKA1	385429	NaN	18	4178249	1139947	0	50	13	0	2	19	1695210	8.659416e-01	1
PPME1	628196	280	38	1351031	351184	0	1	1	0	2	1	1864264	8.659874e-01	1
PAQR9	397648	422	17	1197855	390879	0	7	2	0	14	61	7767144	8.660528e-01	1
USP3	617922	178	42	1823168	445051	0	4	1	0	9	41	7721378	8.664308e-01	1
NOXO1	1747301	183	46	1213266	416097	0	1	0	0	5	3	1515882	8.664357e-01	1
ANAPC1	NaN	NaN	NaN	6636537	1801686	0	34	8	0	1	8	2322858	8.666196e-01	1
C15orf32	288049	578	-30	604765	158780	0	1	0	0	8	36	4472926	8.667689e-01	1
SCAMP1	222123	434	39	1163764	304484	0	7	1	0	29	113	17031957	8.668582e-01	1
ZNF749	451095	869	-24	2641352	643993	0	10	3	0	5	10	2476034	8.669105e-01	1
LRRC25	1384225	259	42	975096	316626	0	6	5	0	13	67	7480406	8.669154e-01	1
KCTD21	551110	208	23	858346	244241	0	2	2	0	2	5	1677931	8.670276e-01	1
PDZD9	643750	326	44	700033	175592	0	4	0	0	36	173	19432804	8.672064e-01	1
TCEAL3	490345	NaN	31	678551	171856	0	4	1	0	50	252	29009573	8.672737e-01	1
CENPP	558433	574	45	995177	261520	0	4	1	0	2	7	1812427	8.673937e-01	1
OR10AD1	511392	352	32	1032070	304484	0	3	0	0	9	16	3905521	8.673962e-01	1
ZNF599	932476	607	-52	1984750	507629	0	13	5	0	9	37	4396338	8.674935e-01	1
ART1	537999	403	23	1071298	329702	0	10	6	0	4	22	2153337	8.675049e-01	1
NCLN	905626	241	30	1875939	573009	0	5	5	0	5	12	2469496	8.675502e-01	1
ARFRP1	1126597	202	36	701434	188201	0	1	1	0	50	173	24113545	8.676158e-01	1
SNAPC5	507061	219	40	345113	90598	0	1	0	0	50	157	20609644	8.676724e-01	1
CACNB4	279730	592	21	1846518	502959	0	16	5	0	1	8	810245	8.677529e-01	1
ANKMY2	291955	612	-13	1528491	379671	0	5	1	0	11	25	5179497	8.679096e-01	1
ARPC3	964525	206	50	643059	145704	0	3	1	0	43	180	20088939	8.679366e-01	1
FAM133B	744909	334	24	906914	194272	0	2	0	0	15	85	11808095	8.679414e-01	1
SQSTM1	1610057	359	38	1473852	421701	0	6	1	0	3	5	1503273	8.679768e-01	1
ENO2	2704950	211	47	1471050	418899	0	7	3	0	29	139	20698841	8.681097e-01	1
LYPD6	105128	631	-8	585618	159714	0	3	0	0	2	11	1625627	8.681225e-01	1
ARHGAP10	75227	678	22	2738488	692561	0	19	6	0	14	79	7567268	8.681318e-01	1
MBD2	98718	437	6	1574724	483345	0	1	0	0	1	0	1552775	8.681478e-01	1
GLUD1	397715	144	35	1891817	524908	0	4	1	0	11	28	5820688	8.681729e-01	1
CAPRIN2	286973	420	-8	3806984	1029268	0	14	1	0	0	1	1029268	8.681948e-01	1
WEE1	553054	158	28	2157540	617841	0	5	0	0	5	10	3247518	8.682793e-01	1
SH3BP5L	411701	567	-4	1282382	401620	0	9	2	0	4	13	2145398	8.683569e-01	1
TAF15	620019	235	8	2034719	544522	0	9	2	0	14	58	10018551	8.683621e-01	1
TMOD2	443665	165	27	1217002	312890	0	4	1	0	12	30	7392143	8.684596e-01	1
ARL11	425192	296	62	632785	200810	0	7	3	0	1	4	405823	8.685778e-01	1
ESAM	168652	622	14	1256697	420300	0	7	3	0	5	42	5767450	8.686697e-01	1
GNAT2	989433	201	29	1231012	303083	0	7	2	0	27	167	15904152	8.689009e-01	1
C9orf40	95383	649	-18	624379	200810	0	1	0	0	3	22	3002343	8.689334e-01	1
TMEM150B	1028808	209	19	780357	236769	0	3	5	0	4	14	1232413	8.689932e-01	1
KCNH7	70298	965	-6	4095590	1111927	0	86	19	0	0	19	1111927	8.692126e-01	1
GABRA4	104768	839	15	1854924	522573	0	23	6	0	1	8	950812	8.692484e-01	1
RPP40	119393	391	24	1256230	318494	0	6	5	0	18	82	9587510	8.694766e-01	1
TIMM22	1306390	270	27	647262	191937	0	1	2	0	50	211	25648574	8.695319e-01	1
STK31	367849	441	14	3557606	863950	0	73	20	0	4	32	1838112	8.697548e-01	1
ASMTL	NaN	NaN	NaN	2172484	630917	0	10	4	0	1	4	1152089	8.699432e-01	1
LGALS2	991778	176	51	461396	117217	0	2	0	0	50	205	26374759	8.700765e-01	1
ZBTB22	1456953	262	30	1988953	685556	0	11	5	0	50	177	27475945	8.701021e-01	1
SLC15A1	334185	409	41	2464826	641191	0	25	9	0	1	12	1294991	8.701931e-01	1
CDKN2C	290894	417	2	554796	166719	0	2	0	0	7	19	3226503	8.704782e-01	1
KIAA0408	151114	811	-10	2355548	587953	0	22	4	0	1	4	714510	8.705297e-01	1
INCA1	1407967	231	28	806042	223693	0	4	0	0	27	94	14166912	8.705996e-01	1
INS-IGF2	837088	579	38	649130	218089	0	3	3	0	6	15	2240666	8.706118e-01	1
CCL17	749108	159	39	323631	92466	0	1	0	0	50	161	24102337	8.706613e-01	1
DUSP3	1081050	192	35	622044	173724	0	3	2	0	11	55	5179964	8.706690e-01	1
DHX58	2171374	206	37	2272422	647262	0	5	0	0	2	5	1623759	8.706886e-01	1
SPAG7	1416161	231	30	799504	195206	0	2	1	0	50	170	24505825	8.706992e-01	1
SLC2A13	70254	909	-18	2138860	642125	0	7	2	0	5	12	4102595	8.708389e-01	1
RARRES3	854193	303	56	558532	154577	0	3	2	0	13	40	5266826	8.708776e-01	1
TNFSF12	NaN	NaN	NaN	815382	274596	0	1	0	0	1	0	795768	8.708847e-01	1
PTPRC	100900	412	0	4550448	1126404	0	69	25	0	7	54	3126098	8.709150e-01	1
ZFAND3	303392	630	32	781291	205013	0	3	1	0	3	7	1691474	8.709350e-01	1
TACSTD2	301269	564	-5	1016659	345113	0	6	1	0	7	21	3390420	8.709773e-01	1
ALCAM	165047	784	-3	2016973	521639	0	18	5	0	5	19	1858193	8.711319e-01	1
C10orf82	195359	618	-17	537984	135897	0	3	2	0	4	18	2181357	8.711454e-01	1
ZSCAN12	NaN	NaN	NaN	2073947	515101	0	3	0	0	1	0	1036273	8.711730e-01	1
TOM1	362269	241	-24	1669058	485680	0	10	5	0	2	10	1671393	8.711798e-01	1
TBC1D20	726170	229	41	1349630	387610	0	6	2	0	2	8	1542501	8.711879e-01	1
TCEB3	960799	225	28	2688052	728987	0	8	3	0	6	6	2477435	8.714523e-01	1
NXT1	188823	688	-22	470736	127491	0	2	1	0	27	159	12999879	8.714780e-01	1
CMTM4	790767	145	9	783626	229297	0	1	1	0	38	144	20971102	8.715737e-01	1
GOLPH3	440207	197	16	987238	286271	0	4	0	0	1	0	389478	8.716275e-01	1
PAX1	283661	885	-41	1683068	590755	0	13	2	0	3	8	1494400	8.717197e-01	1
NQO2	430294	268	42	797636	211084	0	1	0	0	14	63	9900400	8.717387e-01	1
C3orf18	603887	293	52	538918	167186	0	2	0	0	13	29	5475575	8.718301e-01	1
CASC5	958415	139	47	8016522	1976811	0	25	5	0	1	6	2602591	8.718617e-01	1
TUBA3E	349797	593	22	1487395	436178	0	7	2	0	15	50	10065718	8.719829e-01	1
OTUB2	200224	560	38	804174	211551	0	3	0	0	11	43	5996280	8.719843e-01	1
GSK3B	467052	421	19	1459375	426371	0	5	5	0	12	30	4407079	8.720024e-01	1
TMEM88	2148615	337	24	486147	194739	0	2	3	0	14	73	7526639	8.720467e-01	1
RNASE4	709113	577	11	489883	137765	0	3	1	0	6	37	4145559	8.721746e-01	1
RBM45	234602	603	21	1624693	424970	0	7	4	0	9	27	5548894	8.721984e-01	1
KLF9	167186	278	1	801839	233500	0	4	0	0	6	23	3892445	8.723383e-01	1
USP53	227905	753	2	3680427	912051	0	13	6	0	8	29	5649299	8.723563e-01	1
RPS6KB1	959758	216	20	1814295	476340	0	5	0	0	6	8	2653961	8.723662e-01	1
BRD2	1276842	431	40	2661433	771017	0	14	5	0	4	18	2936496	8.723878e-01	1
DIXDC1	416878	221	22	2400847	614105	0	10	5	0	14	26	4678406	8.723964e-01	1
MAML1	1617173	256	41	3285812	1011055	0	16	2	0	0	2	1011055	8.724403e-01	1
FADS1	1239228	212	59	1701748	469802	0	2	0	0	3	2	2058536	8.724870e-01	1
LAIR2	819283	601	-4	512766	152709	0	9	3	0	15	198	8672657	8.728380e-01	1
COPS4	556523	169	47	1406137	354920	0	3	1	0	27	78	14195866	8.728557e-01	1
CER1	160131	882	-10	885432	249378	0	21	11	0	2	79	2520399	8.728655e-01	1
HEATR4	602175	149	42	3283944	919056	0	15	7	0	43	132	22531816	8.728673e-01	1
MFNG	979927	179	51	1072699	329702	0	11	5	0	10	64	5721217	8.730649e-01	1
TXNIP	739922	172	39	1323011	363793	0	2	0	0	2	7	3359598	8.731427e-01	1
PANK3	413558	432	32	1246890	346047	0	5	1	0	7	22	4297801	8.731556e-01	1
FAM57A	662733	483	10	846671	262921	0	2	1	0	4	14	3719188	8.732261e-01	1
RXRG	291474	623	-10	1617221	460462	0	6	3	0	8	22	4381861	8.734907e-01	1
PDGFRL	462541	220	4	1252961	358189	0	11	4	0	20	85	8683398	8.735198e-01	1
SRRM3	851224	195	50	2112708	710307	0	4	1	0	7	10	3307294	8.735823e-01	1
BEST4	574317	191	43	1560714	479142	0	6	1	0	4	6	2246737	8.736912e-01	1
BATF3	399829	364	30	427305	121887	0	5	2	0	23	158	11219675	8.739009e-01	1
PRKCZ	1013925	293	28	2065074	522573	0	13	6	0	7	24	4133417	8.739604e-01	1
NUP210L	2028800	184	37	6356804	1804021	0	51	20	0	7	30	4026941	8.739792e-01	1
NUDT18	584373	219	34	1032537	343245	0	3	1	0	12	67	7307616	8.741182e-01	1
AVPR1A	250995	521	-32	1363173	403488	0	6	0	0	0	0	403488	8.741248e-01	1
SEPT2	1242448	383	24	1271641	317093	0	5	3	0	13	53	6205029	8.741371e-01	1
SLC30A6	387408	276	25	1574724	442716	0	7	0	0	0	0	442716	8.743254e-01	1
MRPS35	348119	376	4	1105856	297946	0	5	3	0	8	34	4792821	8.743995e-01	1
TRAPPC6B	314417	166	13	563202	133095	0	1	0	0	50	152	25241350	8.746440e-01	1
NFATC3	882378	152	43	3763553	1131541	0	17	5	0	7	36	6782241	8.747881e-01	1
ANXA4	864962	193	50	1125003	295611	0	3	0	0	8	16	4359912	8.750256e-01	1
KRT222	953708	269	13	1018060	256850	0	16	2	0	1	10	769149	8.750776e-01	1
GAGE12J	547555	NaN	25	421234	99938	0	2	0	0	27	116	13402900	8.752603e-01	1
FAM84B	203378	592	-8	1001248	311489	0	2	1	0	2	4	1162830	8.752856e-01	1
CABP1	1678287	311	38	1442096	474472	0	6	1	0	30	125	17065581	8.752887e-01	1
SAE1	1351246	165	36	1310402	296545	0	5	3	0	17	83	11639975	8.753594e-01	1
SNPH	441449	468	32	1606013	496888	0	6	4	0	6	18	2794528	8.756841e-01	1
AIMP2	NaN	NaN	NaN	1059156	306819	0	3	1	0	1	1	827991	8.757001e-01	1
APOL6	936853	205	-13	1125470	331570	0	6	1	0	14	43	6472620	8.757276e-01	1
GPR12	173793	619	18	1063359	350250	0	11	6	0	2	17	1537364	8.758412e-01	1
TM2D2	421614	428	42	820986	236769	0	2	1	0	9	35	4694284	8.758670e-01	1
SDCBP	200469	608	11	1028334	277398	0	2	0	0	10	16	4302004	8.758788e-01	1
VGLL4	186722	488	35	1088110	311489	0	5	1	0	3	13	2373761	8.758790e-01	1
SENP8	1132082	352	26	718246	182597	0	3	1	0	24	93	10715315	8.758896e-01	1
HSF4	1101399	150	46	1688672	470269	0	3	1	0	8	17	4713898	8.760361e-01	1
NKX2-2	283479	694	-10	882163	275063	0	11	2	0	3	13	998446	8.762059e-01	1
RBM24	249340	560	-6	806509	255449	0	4	1	0	20	86	12019646	8.762621e-01	1
ARRDC5	777835	173	42	1132008	320829	0	14	7	0	3	16	1362239	8.762994e-01	1
COX5B	362146	520	25	439447	129359	0	1	1	0	27	114	17212686	8.763080e-01	1
PITX2	64585	758	-15	1281915	367062	0	10	3	0	5	19	2315386	8.763252e-01	1
CCDC155	2178574	290	37	1911431	561334	0	9	4	0	14	78	8335950	8.763328e-01	1
ACSL4	209488	NaN	44	2429334	636054	0	9	2	0	7	34	5870657	8.765336e-01	1
KLF8	111210	NaN	1	1199256	341844	0	3	2	0	4	5	1831107	8.765503e-01	1
EPS8	259826	496	11	2829553	741596	0	11	2	0	10	27	5026321	8.766350e-01	1
POLR2B	570731	443	33	4033012	1045613	0	18	2	0	4	9	2661900	8.766847e-01	1
NCOA7	184468	179	18	3214361	833128	0	11	1	0	0	1	833128	8.767304e-01	1
KRTAP19-7	22916	1048	-79	208749	58842	0	3	1	0	50	611	21326956	8.767693e-01	1
BTC	110870	606	3	611770	167186	0	9	4	0	2	17	1154424	8.767982e-01	1
RNF40	1632278	158	61	3339050	978832	0	11	7	0	14	69	10186671	8.768232e-01	1
P2RY1	224331	861	8	1208596	363326	0	7	0	0	4	13	2296706	8.769746e-01	1
WNT2B	561338	355	21	1413609	439914	0	7	3	0	40	210	27196212	8.770159e-01	1
ZBTB7B	1612870	224	35	1721362	559466	0	11	7	0	8	40	4753593	8.770363e-01	1
NPLOC4	3705166	205	21	2092160	557131	0	8	5	0	14	28	5242542	8.771394e-01	1
PPP2R1B	436031	242	25	2276158	650531	0	8	2	0	4	17	3961561	8.772139e-01	1
MAP7D3	314502	NaN	20	3042505	769616	0	8	0	0	0	0	769616	8.773965e-01	1
REG4	415110	581	26	820986	208749	0	4	2	0	7	19	2829086	8.775014e-01	1
PDHA2	16119	968	-25	1267438	370331	0	28	9	0	6	86	4017601	8.776544e-01	1
ARHGEF5	189369	838	0	5219659	1575191	0	50	10	0	0	10	1575191	8.777278e-01	1
ZNF568	265140	1008	-41	2217316	516035	0	15	7	0	5	15	2222453	8.777820e-01	1
PHOSPHO1	763613	346	27	993309	315225	0	1	0	0	9	30	6527726	8.779313e-01	1
C14orf166	176784	471	22	858813	210150	0	2	1	0	16	41	6134045	8.779347e-01	1
FOXRED1	385871	426	29	1624226	481477	0	3	1	0	4	5	1940852	8.779616e-01	1
KAAG1	390563	612	-3	408625	91532	0	4	1	0	11	98	6720597	8.783448e-01	1
FAM192A	731638	149	48	880762	224627	0	2	2	0	22	37	7859143	8.783500e-01	1
OIP5	897414	237	24	759342	232566	0	2	0	0	8	21	4327689	8.783752e-01	1
GPN3	943393	206	47	1229611	291875	0	3	0	0	6	18	4012464	8.785381e-01	1
GPT	1755818	291	7	1638703	506228	0	3	1	0	7	11	4644315	8.785924e-01	1
ACPP	210154	765	13	1466380	382940	0	16	7	0	1	9	856011	8.786054e-01	1
SPATS2L	476225	433	24	1901624	509497	0	8	2	0	2	9	1585932	8.786530e-01	1
PDGFRA	51422	518	27	3719655	984903	0	42	12	0	8	62	4684010	8.786675e-01	1
COX6B2	1028808	209	19	318961	71918	0	2	1	0	17	66	5947712	8.787410e-01	1
RECQL4	1755818	291	7	3935409	1262301	0	8	2	0	6	7	4176381	8.787920e-01	1
TMEM189-UBE2V1	571130	136	58	1250626	347915	0	3	0	0	1	0	498756	8.788477e-01	1
PRMT5	1177534	225	34	2246270	613171	0	13	3	0	44	122	18865866	8.788899e-01	1
TSSK1B	267968	620	13	1201591	345113	0	25	9	0	1	12	652399	8.790316e-01	1
CA11	1597109	242	31	1090912	336707	0	6	3	0	10	34	4360379	8.791317e-01	1
NEDD1	51429	882	-6	2291102	600562	0	9	2	0	1	3	1180109	8.791580e-01	1
STAT6	2122802	172	52	2858040	823788	0	10	3	0	6	18	3561342	8.791972e-01	1
HNRNPR	1032187	163	25	2156606	576745	0	7	1	0	1	1	733657	8.792385e-01	1
GPR89B	NaN	NaN	NaN	1589668	410960	0	3	1	0	1	1	932132	8.792729e-01	1
BLID	143859	453	4	347915	110212	0	2	0	0	33	130	13517782	8.792890e-01	1
NMT2	236087	620	23	1720428	441315	0	2	0	0	5	8	3143844	8.793393e-01	1
FAM177B	221712	236	-4	560400	130293	0	7	4	0	4	38	1501872	8.794518e-01	1
LRRN4CL	2425755	248	51	747200	262921	0	2	2	0	50	202	26245867	8.795116e-01	1
APOBEC3B	1413709	372	44	1318341	333438	0	7	3	0	5	31	3787370	8.795122e-01	1
TMEM136	290558	173	28	507629	129826	0	1	0	0	16	39	7602293	8.795321e-01	1
GJB1	728738	NaN	25	912518	286738	0	2	0	0	9	63	9586576	8.796262e-01	1
TNNI3K	87070	1135	-16	3303091	850874	0	17	1	0	2	5	1517283	8.796345e-01	1
OTUD6A	166632	NaN	16	952213	265256	0	11	7	0	4	25	1843249	8.797730e-01	1
C1orf105	135244	400	11	645861	161115	0	9	5	0	1	10	588420	8.799651e-01	1
PLEKHH3	1740597	177	36	2516196	888234	0	5	1	0	1	1	1322544	8.799702e-01	1
S100A11	527465	349	35	359123	97603	0	1	0	0	50	235	28327753	8.799828e-01	1
TXLNA	1460758	218	29	1855858	499223	0	7	1	0	8	23	4414084	8.799923e-01	1
FNDC7	743461	225	9	2451283	700967	0	20	10	0	10	40	5346216	8.800600e-01	1
DERL2	1145030	544	24	825656	219490	0	2	3	0	5	14	2263549	8.801536e-01	1
C7orf50	769674	346	35	641658	198942	0	1	0	0	11	36	5000636	8.803016e-01	1
FAM183A	1068006	294	30	475406	114415	0	2	1	0	1	1	435711	8.805134e-01	1
RPL30	625892	272	35	412361	100405	0	1	0	0	50	169	30139713	8.805363e-01	1
DNAJC24	83554	879	-19	530045	122821	0	1	0	0	4	10	2469496	8.806145e-01	1
PCOLCE2	398812	422	15	1409873	383407	0	19	7	0	2	13	1139947	8.806253e-01	1
PDIA2	1340678	205	43	1738641	533781	0	9	4	0	40	172	22794270	8.806279e-01	1
C21orf59	265057	182	52	1009654	249845	0	2	2	0	37	131	17574611	8.806638e-01	1
SDR9C7	2103486	286	26	1028334	308220	0	9	3	0	16	151	12833160	8.808010e-01	1
CRTAP	513008	372	33	1358503	364727	0	6	3	0	16	55	8051547	8.808702e-01	1
GSTA5	572117	455	9	778022	192871	0	5	4	0	2	20	1987085	8.809171e-01	1
NEK2	391935	167	9	1514014	399752	0	10	5	0	4	17	2156139	8.809613e-01	1
RBP1	226923	848	13	742997	198475	0	6	0	0	2	5	804174	8.810087e-01	1
ORAI2	579276	202	61	819118	263855	0	5	3	0	24	84	10188539	8.811490e-01	1
SNRPA1	372683	406	2	879361	244241	0	3	0	0	1	0	427305	8.811655e-01	1
IGLL5	223193	631	29	694429	220424	0	8	3	0	7	33	1645708	8.812030e-01	1
CCT6A	738325	642	4	1806823	502025	0	6	2	0	18	62	8644170	8.812042e-01	1
TREX2	971101	NaN	7	739728	260586	0	2	1	0	27	52	9193829	8.812315e-01	1
PDE6H	380047	476	8	294210	75654	0	1	1	0	30	115	15105115	8.812402e-01	1
SMAD9	189427	731	7	1557445	437579	0	15	3	0	5	16	2300909	8.813627e-01	1
DPY19L4	449158	380	32	2511993	631851	0	9	4	0	8	13	3412369	8.814399e-01	1
YIPF1	505734	319	24	1051217	289540	0	4	2	0	20	57	9853233	8.815277e-01	1
FOXD4L6	NaN	NaN	NaN	1314138	442716	0	5	2	0	1	2	963888	8.815708e-01	1
SOX8	1131712	304	22	1431355	458594	0	4	0	0	1	0	649130	8.815811e-01	1
WT1	356326	749	9	1737707	489883	0	11	2	0	1	2	650998	8.817176e-01	1
RAB39B	371405	NaN	-13	701901	203145	0	2	2	0	10	75	8215931	8.817182e-01	1
MAZ	NaN	NaN	NaN	1736773	587486	0	2	2	0	1	2	1108658	8.817461e-01	1
CCNL1	365148	610	22	1767128	503893	0	8	1	0	12	35	6037376	8.817503e-01	1
TDRD3	69594	808	16	2531607	675282	0	11	1	0	0	1	675282	8.818204e-01	1
RALYL	28254	1435	-22	1052618	274129	0	19	4	0	3	48	2190230	8.818659e-01	1
PDCD4	340524	254	9	1630764	428706	0	6	0	0	1	4	1246890	8.819660e-01	1
PRKD3	482178	231	38	3042505	797636	0	15	2	0	0	2	797636	8.821211e-01	1
SLC5A8	261778	828	-15	2054800	591689	0	47	17	0	3	25	1121734	8.822174e-01	1
CX3CL1	749108	159	39	1272108	414696	0	5	4	0	8	13	3005612	8.822362e-01	1
ERI3	758083	308	29	1146018	319428	0	4	2	0	17	56	9324122	8.823457e-01	1
GIT1	719319	383	30	2596987	755606	0	8	5	0	6	11	2558693	8.824114e-01	1
SYTL3	606618	188	51	1846518	508563	0	11	4	0	19	72	8735702	8.824654e-01	1
FGR	732210	217	24	1797483	491751	0	14	8	0	3	27	2589982	8.825572e-01	1
SMYD5	536944	452	20	1458908	372199	0	4	3	0	18	51	8469512	8.826323e-01	1
ATF6B	2170336	224	32	2330330	726652	0	17	9	0	7	42	4201599	8.826867e-01	1
TRAM1	240060	535	28	1292189	339976	0	5	0	0	6	9	2626875	8.827719e-01	1
RASGRP1	97743	604	-5	2710468	733190	0	20	7	0	2	14	1564450	8.828803e-01	1
BSG	1647685	255	-8	1332818	384808	0	5	0	0	0	0	384808	8.828974e-01	1
RPS7	253814	371	14	675282	180729	0	4	1	0	19	93	10868958	8.829420e-01	1
TEC	253162	404	42	2222920	528644	0	17	5	0	8	50	5296247	8.829575e-01	1
VNN1	127166	569	2	1720428	476340	0	14	6	0	34	236	23001151	8.829685e-01	1
ORAI3	1508459	247	46	926061	323631	0	4	1	0	5	29	4585006	8.829881e-01	1
COL8A1	226950	419	-2	2316787	825656	0	44	13	0	2	16	1244555	8.830673e-01	1
CD46	321738	372	8	1490664	344646	0	4	0	0	5	4	1841381	8.831159e-01	1
CD164	347811	446	41	717312	211551	0	1	1	0	50	211	27912123	8.831895e-01	1
ACOT6	606300	169	39	694429	188201	0	2	0	0	40	108	20104817	8.832051e-01	1
ATG4C	220392	415	5	1592937	392280	0	8	1	0	1	4	747200	8.832069e-01	1
NR2C2AP	940952	232	17	481944	131694	0	2	1	0	21	84	11410211	8.834074e-01	1
CLDND2	368509	610	-9	560400	165318	0	2	0	0	3	6	1122201	8.834241e-01	1
IFIT2	253000	263	27	1586866	406757	0	7	1	0	9	31	4589209	8.834568e-01	1
ADRBK1	1369264	177	44	2391040	621110	0	10	5	0	22	92	12898540	8.834879e-01	1
B3GNT5	NaN	NaN	NaN	1267438	325499	0	4	1	0	1	1	846671	8.835844e-01	1
TMEM14E	194580	402	35	410026	122354	0	2	2	0	11	52	6103690	8.836060e-01	1
RSRC2	868107	154	39	1546704	382473	0	3	1	0	2	4	1238484	8.836332e-01	1
TDRD9	694566	406	28	4747522	1264169	0	23	2	0	1	5	1872203	8.838278e-01	1
STRN	580141	370	0	2680113	700500	0	14	3	0	1	7	1613952	8.838405e-01	1
ZNF213	1626425	234	44	1502806	452990	0	7	4	0	45	219	25655112	8.839297e-01	1
SERPINH1	546732	227	41	1372980	410493	0	6	1	0	23	77	13182009	8.839804e-01	1
TDRKH	1062482	255	29	1908629	526309	0	22	7	0	12	76	5667045	8.839933e-01	1
ACTL8	249962	416	27	1193185	360524	0	22	8	0	1	10	674348	8.840788e-01	1
TEX13A	9759	NaN	2	1329549	407691	0	17	5	0	7	64	3988180	8.840814e-01	1
TAZ	2277674	NaN	40	1032537	254982	0	2	2	0	33	118	19239933	8.841159e-01	1
TXK	219787	358	39	1852122	448320	0	18	7	0	4	42	4236624	8.842247e-01	1
C8orf31	821065	470	4	458127	128892	0	1	0	0	1	0	296078	8.842681e-01	1
HOXD9	242935	874	15	1120800	371265	0	5	0	0	8	14	3243782	8.843244e-01	1
MAP1LC3B	583365	363	27	437112	109278	0	1	0	0	50	152	25098915	8.843585e-01	1
PLP2	724395	NaN	44	509030	156445	0	3	2	0	37	209	19111041	8.844406e-01	1
C2orf73	659505	429	8	979299	256383	0	3	0	0	7	10	3058850	8.844806e-01	1
DPM3	1801444	194	32	386676	135897	0	1	0	0	50	207	26152000	8.844815e-01	1
BAGE2	NaN	NaN	NaN	396483	113481	0	1	0	0	12	95	7175455	8.846032e-01	1
SMPX	93024	NaN	0	312423	84060	0	3	0	0	11	74	5120188	8.847710e-01	1
KRTAP5-7	586193	626	50	548258	152242	0	4	1	0	49	209	21469391	8.849584e-01	1
